<Logging continued from "data/ulx_logs/09-18-24.txt">
[00:43:50] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:43:50] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:43:54] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:44:02] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:44:03] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:44:04] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:44:05] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:44:06] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:44:44] Chupacabr was killed by ent_jack_gmod_ezprojectilenade
[00:45:51] RusLanConnection was killed by ent_jack_gmod_ezsentry
[00:47:09] василий каратаев killed RusLanConnection using ent_jack_gmod_ezsentry
[00:47:21] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:47:22] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:47:24] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:47:24] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:47:25] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:48:47] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:48:48] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:48:49] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:49:14] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:49:15] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:49:16] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:49:35] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:49:47] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:49:47] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:49:49] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:52:08] василий каратаев: МАЯ ГРАНИЦА
[00:52:12] Chupacabr killed василий каратаев using wep_jack_gmod_magrevolver
[00:52:52] Chupacabr killed василий каратаев using env_explosion
[00:54:29] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:54:37] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:54:38] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:54:39] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:54:52] василий каратаев killed Chupacabr using wep_jack_gmod_fas
[00:54:56] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:54:56] василий каратаев: НА ПАЛ
[00:54:57] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:54:58] василий каратаев: ЛЕЖАТЬ
[00:54:59] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:55:00] василий каратаев: ЛЕЖАТЬ
[00:55:05] василий каратаев killed Chupacabr using wep_jack_gmod_fas
[00:55:15] василий каратаев: ЛЕЖАТЬ
[00:55:16] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:55:17] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:55:20] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:55:26] василий каратаев: ТЫ ЗАЧЕМ МНЕ БАЗУ ЛАМАЕШ
[00:55:31] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:55:32] Chupacabr: всмысле
[00:55:34] Chupacabr: это не я
[00:55:41] василий каратаев: НЕПРАВИЛЬНОЕ ОТВЕТ
[00:56:06] василий каратаев killed Chupacabr using wep_jack_gmod_fas
[00:56:45] василий каратаев: СТОЯТ
[00:56:54] василий каратаев to admins: ЧУПАК МНЕ БАЗУ ЛОМАЕТ
[00:57:05] василий каратаев to admins: СКАЖИ ЧТОБЫ НЕ ДЕЛАЛ ЭТОГО
[00:57:22] василий каратаев killed Chupacabr using wep_jack_gmod_fas
[00:57:30] василий каратаев: НЕ ХУЛИГАНЬ
[00:57:31] василий каратаев: БОЛЬШЕ
[00:57:33] василий каратаев: Я ПОЙДУ
[00:57:37] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[00:58:03] Chupacabr killed василий каратаев using wep_jack_gmod_dmr
[01:00:15] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:00:21] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:00:26] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:00:28] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:00:29] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:00:30] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:00:31] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:00:32] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:00:33] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:00:38] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:00:39] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:00:40] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:00:51] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:00:51] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:00:52] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:01:01] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:01:02] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:01:03] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:01:10] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:01:11] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:01:12] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:01:21] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:01:21] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:01:22] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:01:31] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:01:50] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:01:59] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:01:59] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:02:09] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:02:09] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:02:18] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:03:15] василий каратаев killed RusLanConnection using wep_jack_gmod_dmr
[01:05:04] Chupacabr suicided!
[01:06:08] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:06:15] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:06:18] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:06:24] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:06:25] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:06:26] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:07:14] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:07:15] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:07:15] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:07:16] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:07:17] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:07:20] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:07:23] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:07:26] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:07:28] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:07:31] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:07:35] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_renaultft_m
[01:07:37] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezfuel
[01:11:04] василий каратаев to admins: АА КИЛЬНИ ЕГО
[01:11:21] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:11:22] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:11:23] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:11:24] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:11:28] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:11:29] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:11:30] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:11:34] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:11:35] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:11:35] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:11:39] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:11:41] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:11:43] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:11:44] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:11:45] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:12:09] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:12:10] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:12:10] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:12:15] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:12:15] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:12:16] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:12:17] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:12:18] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:12:22] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:12:24] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:12:27] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:12:31] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:12:34] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:13:36] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:13:37] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:13:41] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:13:46] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:13:47] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:14:27] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:14:28] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:14:29] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:14:33] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:16:03] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:16:17] Chupacabr was killed by ent_jack_gmod_ezsentry
[01:16:21] Dropped "Chupacabr" from server<STEAM_0:1:63230461>
[01:16:57] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:17:02] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:17:03] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:17:38] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:17:39] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:17:43] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:17:48] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:17:51] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:17:52] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:17:54] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:17:55] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:18:01] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:18:02] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:18:05] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:18:07] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:18:10] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:18:12] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:18:15] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:18:18] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:18:20] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:18:27] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:18:30] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:18:34] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:18:37] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:18:43] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_renaultft_m
[01:18:48] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezfuel
[01:19:44] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsand
[01:21:51] василий каратаев: УРААН
[01:21:53] василий каратаев: ДАВАЙ СЮДЫ
[01:22:09] sekta: войну окончи пж
[01:22:27] василий каратаев: ВЕСЬ УРАН
[01:22:40] sekta: у меня столько было
[01:22:44] sekta: руду?
[01:22:49] василий каратаев: ПОЛОЖИ В ЯЩИК
[01:22:52] василий каратаев: ДЕРЕВЯНЫЙ
[01:23:22] василий каратаев: ПРИКРЕПЛЯЙ
[01:23:22] sekta: так?
